sample_id,question,answer_start,answer_end,answer_start_second,answer_end_second,video_length,video_id,video_url,transcript
2508,How to treat the neck trigger point in the front of the neck with the thumb?,03:20,04:21,200,261,311,WDsdNz2xzZ8,https://www.youtube.com/watch?v=WDsdNz2xzZ8,hand and reaching around it a lot of my patients they find out that this hand gets a little bit tired they love to use their thumb if you got some cream you can put some cream in there you can actually kind of strip it down find a spot hold it strip it down again and find another spot and the best way to do with the thumb is instead of keeping that elbow down and I'm just kind of sliding down like that what I'm going to do is first of all find that sternocleidomastoid go a little bit behind it and then I'm going to bring that arm up so I'm going to work my way all the way to the top and I'm going to slide it down and by doing this I'm using the pressure of that arm to apply pressure right on to that muscle and as soon as I find that spot I'm going to hold it for a few seconds I'll let that relieve and then I'm going to go down a little bit more hold it for a few seconds and then once that pain starts coming down I'm going to go down a bit more so you can use your fingers two fingers three fingers you can do a pinching action or you can use your thumb from the same side as you angle downwards and then just slide all the way down another thing you can use is 
2509,How to prepare for a head to toe assessment?,00:04,00:47,4,47,488,_ZhIku1MXMQ,https://www.youtube.com/watch?v=_ZhIku1MXMQ,the following steps to ensure patient safety perform hand hygiene provide patient privacy introduce yourself use to patient identifiers verify allergy status perform environmental safety check ensure proper body mechanics gather all supplies provide patient education assess level of consciousness overall demeanor communication and speech and pain level 
2510,How to inspect the head and neck for injuries or abnormalities?,00:48,02:24,48,144,488,_ZhIku1MXMQ,https://www.youtube.com/watch?v=_ZhIku1MXMQ,head and neck inspect head for bumps if needed check hair distribution infestations and skin integrity inspect ears for drainage placement tenderness and any abnormalities inspect face check for symmetry facial droop color is it pale or flushed or have signs of jaundice inspect eyes for redness and or discharge note if the patient wears contacts or glasses and inspect for sclera extraocular movements pupil size and perla inspect nose for overall condition any drainage and patency if applicable inspect mouth and gums for moisture cracked lips bleeding gums and swollen tongue can patients wallow do they wear dentures does the tongue move appropriately does their breath have odor inspect neck swollen lymph nodes note size and location if present and inspect for JPD Gorder and deviated trachea palpate head or neck if obvious abnormalities present ask patient about facial sensation ability to smell difficulty seeing blurred vision double vision and HOH skin inspect skin for 
2511,How to inspect the skin for injuries or abnormalities?,02:25,02:57,145,177,488,_ZhIku1MXMQ,https://www.youtube.com/watch?v=_ZhIku1MXMQ,vision and HOH skin inspect skin for breakdown note location and descriptors if present inspect color cyanotic bruising pale jaundice palpate skin for temperature use dorsal part of hand is it cool clammy hot or dry palpate turgor 
2512,How to inspect the arms for injuries or abnormalities?,02:57,03:37,177,217,488,_ZhIku1MXMQ,https://www.youtube.com/watch?v=_ZhIku1MXMQ,upper extremities inspect for our om symmetry of extremities able to perform ad else can shoulders raise and lower are the joints stiff or swollen are the nails pink and is no clubbing noted palpate IV site for tenderness and warmth if applicable palpate radial brachial ulnar pulses bilaterally and check for deficit test muscle strengthen hands test capillary refill and fingers brisk + 1 + 2 etc 
2513,How to inspect the chest for injuries or abnormalities?,03:37,04:21,217,261,488,_ZhIku1MXMQ,https://www.youtube.com/watch?v=_ZhIku1MXMQ,thorax heart and lungs inspect thorax chest cavity for symmetry bruising surgery scars inspiration and expiration and use of accessory muscles palpate chest wall for tenderness if indicated auscultate heart sounds apical PMI auscultate anterior lung fields in six places including laterals ask patient about tobacco use or other substances does the patient have any respiratory conditions cough mucus production and use of o2 
2514,How to inspect the back for injuries or abnormalities?,04:21,04:50,261,290,488,_ZhIku1MXMQ,https://www.youtube.com/watch?v=_ZhIku1MXMQ,back inspect position of spine bruising scarring and skin breakdown includes the coccyx palpate back for tenderness including costovertebral if indicated auscultate posterior lung fields in eight places including bases avoid bone 
2515,How to inspect the abdomen for injuries or abnormalities?,04:51,05:57,291,357,488,_ZhIku1MXMQ,https://www.youtube.com/watch?v=_ZhIku1MXMQ,abdomen inspect abdomen for bulging masses distension bruising tubes or drains and scars auscultate bowel sounds in four quadrants start in rlq for hypo hyper or normal percuss abdominal quadrants for dual or tympanic sounds if indicated healthy abdominal quadrants for masses or tenderness if indicated ask patient about presence of nausea vomiting difficulty eating and last BM was it normal for patient inspect perennial area for skin breakdown presence of Foley catheter and overall cleanliness ask patient about any presence of pain with urination blood and urine dark colored urine foul odor frequency and hesitation or burning with urination lower extremities 
2516,How to inspect the legs for injuries or abnormalities?,05:57,06:56,357,416,488,_ZhIku1MXMQ,https://www.youtube.com/watch?v=_ZhIku1MXMQ,urination lower extremities inspect legs for symmetry our om muscle strength hips for stiffness and/or pain skin for color temp bruising skin breakdown and hair distribution inspect calves for heat redness and swelling inspect feet overall condition bony prominences for skin breakdown nails palpate edema palpate dorsalis pedis post tibial and if needed popliteal pulses bilaterally palpate capillary refill in toes brisk + 1 + 2 etc ask patients ability to ambulate if they use assistive devices and if there are any difficulties with gait Romberg test if indicated safety risks 
2517,How can one fix their tennis elbow pain with massage?,03:33,04:26,213,266,488,s4xCKEr0LkA,https://www.youtube.com/watch?v=s4xCKEr0LkA,"You're gonna, and I do mine, in my recliner and I have a pillow. - You can do it lying down in bed. - Yep, you can do that as well. With the tennis elbow, you're gonna bring your hand back like this. - [Bob] So the elbow's bent. - Yep, the elbow is bent. Bring this back like this. And then I'm gonna rotate, and my thumb is pointing towards my face. I'm gonna rotate it away but you're gonna go back and forth until you find the most comfortable position possible. So you may do a little bit of, this is a general position you're in, but you may do some fine-tuning and you'll find it where it feels the most comfortable in that painful spot. And then you're gonna hold it right there for 90 seconds. And you're gonna do this when it's nice and quiet and you relax. It's not when the kids are running around jumping on your lap and that kind of thing for family people. - [Bob] And make sure it's 90 seconds. - Yeah, you got to look at a clock and they say a minimum of 90 seconds. "
2518,How can one fix their golfer elbow pain with massage?,04:47,05:55,287,355,488,s4xCKEr0LkA,https://www.youtube.com/watch?v=s4xCKEr0LkA,"you're not gonna go golfing afterwards. - Yeah, it's actually opposite for the golfer's elbow. So he went this way for tennis elbow. I'm actually gonna go this way. So I got the wrist bent, elbow bent and now I'm gonna turn it also, fingers are going out. - [Brad] Yeah, but again, you're gonna rotate it back and forth and find the most comfortable position. - Now, I can't relate to this right now, because I don't have any tennis elbow or a golfer's elbow but I had some hip pain, Brad did this, when we did this with my hip. And you could tell when it hit the right spot, it was comfortable. It was like, ""No, that hurts. That hurts. No, that feels good."" So you really feel what spot feels the best. And then once I find it, I can actually go down like this. - Yeah, wherever you have that comfortable feeling maybe it varies in how your pillow is situated, and your injury is, but then you're gonna hold it like that. 90 seconds, relaxed, just chill out for 90 seconds. And then when you're done, you open it up slowly. - Slowly. "
2519,How to apply pressure on arterial bleeding?,01:57,02:27,117,147,159,SN-0a_48Tlc,https://www.youtube.com/watch?v=SN-0a_48Tlc,the bleed point with a gloved finger place a few gauze squares on the bleed point and apply hand pressure assess the amount of residual bleeding you close the IV tube roller clamp and remove the gauze squares 
2520,How to check if someone with a walker and who suffered a stroke is ready to start walking with a cane?,01:40,04:12,100,252,864,GSbjwzyuUoo,https://www.youtube.com/watch?v=GSbjwzyuUoo,"- Let's get going. - Okay. So once, you know, someone's had a stroke they're at home or in the clinic, one of the first things I do is, you know, get 'em up on their feet and see if that leg, here we got the tape here, Is that leg gonna accept weight, or is it gonna buckle? Obviously, if it's gonna buckle, we're gonna work on strengthening exercises. In this situation, the person can bear weight and fairly stable on it. So if they, you know, get 'em to have a walker, I think we can see that leg in there, and I'll have the person stand, check without hand-hold, make sure they're safe, hands back on, and then I'll go weight shift. So can they put all the weight to the right leg without having this happen? Okay. So, and if that looks good, well, then we progress to the next step. We can go to some marching and can the person go up like this and like this. And not only looking to see if the knee flexes, but does the knee hyperextend like that. Because that's a real common quadriceps weakness that happens with a stroke leg. Okay. So we're gonna look at that and assess that. If they have good enough stability with the marching then we're gonna go right into walking. Okay. And what I'm gonna do is I'm gonna show you some gait problems that are pretty common. - Some walking problems that are common. - So here we got the tape, that's the weak leg. A lot of times the toe will drag, we have foot drops. The toe is unable to lift up and dorsiflex so you have clearance and that toe drags which is obviously a big problem, 'cause it can cause you to fall down. Okay. - So it could be weakness in the hip or in the foot itself. - Exactly. - Or anywhere along the chain there might be causing you difficulty. - It's a good point. And that's what therapists are thinking. And if you're not a therapist, you might see the foot drop and you might just think, ""Oh, the problem is down there."" - In the ankle. - In fact it may be up here, part of it is up here. - Right. - Another thing with foot drop is you might hear this - Foot slap - Foot slap. - Yeah. - It's the same problem. I've got a patient that I've been working with recently and he has this: his toe goes out to the side and he's dragging it. - That's very common too. - Right. Exactly. So we're gonna show you a couple of really neat tricks on how to do that in just a little bit. Okay. If things are going okay with a walker and you can go a hundred feet, couple hundred feet, on the flat and think, well, maybe we should progress to the cane. "
2521,How to check if someone with a cane and who suffered a stroke is ready to start walking?,04:12,06:40,252,400,864,GSbjwzyuUoo,https://www.youtube.com/watch?v=GSbjwzyuUoo,"- Sure. - So Bob, why don't you show some examples with a cane? - So I'm gonna move the cane forward then my foot. - Yeah. - I might have trouble moving that foot forward. - Right. So, and this is very typical. You're gonna use the cane on the opposite side. This leg is good. He's got pretty good balance between the cane and here, but that stroke leg is really having a hard time coming forward. Okay. This is a technique that I've used over the years and it works really well. We'll go- - We'll face this way. Yeah. - Straight towards. So what you're gonna do is, Bob has a gait belt on so I'm gonna use that to grab, always have a gait belt if there's a risk for fall, and I'm gonna come around, I call it the hip-hugger technique, around here and my hip is going to Bob's hip, and I got pretty good control. I'm not being shy here. I need to know where his hip is and I need to help guide it. So Bob's having a hard time bringing that right foot forward. And I'm not gonna drag it forward by reaching down and grabbing it. I'm gonna throw his right hip forward. And there it goes. - Yeah. And I didn't do anything there. He lifted it for me. - Yep. - So he's really pulling on my pelvis here. - Right. - Is what you're doing. - Right. - And you're pulling it up and around like that. And you know, after time you can maybe help a little bit less. - Exactly - And you're hoping I do more and more over time. - Right. One thing I'll do is I'll give a lot of verbal cues. Okay, Bob, bring that right foot forward. Bring it forward. Just like that. Bring it forward. There you go. Up too far. Bring it back where it belongs. Back. There you go. Okay, take the next step. Bring the cane forward. Now bring that right foot forward. I'm gonna help you. And there we go. And actually these muscles over here in the hip, I'll kind of bump a little bit, to kinda wake 'em up. Anything to get his brain to communicate with that right side. - Yeah. Get more visual or feedback. - Right. Whether it's verbal and you can use visual. And the way you do that is you put a mirror, a full-length mirror in front of the person, and then you do that together. And once the person can see that leg, sometimes... - They can make the connection. - Right. There's a lot of little tricks - Right. - That therapist use with strokes and these are just a few of 'em. - Yeah. You wanna give as many senses, you're gonna bring in as possible. So, you know, you got auditory and visual and then you can also feel. - Right, tactile. - Tactile, right. - So you got three things going all at once. It's very, it's taxing for the person with the stroke because they're working very hard and the mind isn't ready for it yet but you have to push it. - Yep. You have to get start hoping some of the other parts of the brain are gonna help out. "
2522,How to prevent the toes from dropping while walking if you suffered a stroke?,06:40,10:04,400,604,864,GSbjwzyuUoo,https://www.youtube.com/watch?v=GSbjwzyuUoo,"some of the other parts of the brain are gonna help out. - Okay. Now let's go to the technique, if the person has foot drop and that toe is dragging and you're trying to get that toe up so that it'll swing through. And this is where, if you're at home, and you're gonna need some TheraBand or some stretch band, where I'm gonna actually recommend the brand named TheraBand because if you go online and if you look, they sell it in five yard or six yard lengths, otherwise you gotta buy a big roll like they do at the therapy department. - Yeah. And those are expensive - For 150, $200 and you don't need that much. - Right. - And then they sell other ones, they're only five feet long. Well, that's not long enough. You need something that's gonna be about two to three yards long, and it will break. Mine broke here and I don't really know why. If you get it on a sharp edge it broke. This one just broke. I tied a knot in it. - This is some pretty thick stuff. Isn't it? - Well, you're gonna want to get, not the yellow, that's the lightest, you're gonna probably want the orange or the red. That's the colors I'd recommend to the TheraBand. - Okay. - Okay. So. - So you have a length. How long, Brad? - Well, if you double it up, it should come up shoulder at least, because of the knot this got shorter. I liked up the chin. - Okay. - If you double it, it should go to the chin. I'm gonna make this work. It's a little forgiving because it's a stretch. Step on it, at the mid-lengths. You're gonna cross it, double cross it, make the cross down by the toe. Then you're gonna go behind the knee. There you go. See how the X going across the knee. We're gonna go to the front, make a cross across the front. And then we're gonna go around and you can tie it back here. Or if you have long enough loops, tails, you can - You might be able to tie it in the front. - Exactly. I'm not gonna tie a knot in there 'cause I'm gonna hold it. Now I showed my wife this and she said, ""That's dangerous because this is gonna cut circulation off to their leg."" And that's a good point, but you're only gonna leave this on while you're working with a person for 20 minutes. - Right. This is not on all day. - Right. You don't put this on and then leave the person walk around with it all day. 'Cause it is a circulation problem at that point. - Yeah, I think it would take a while before it started cutting off circulation - Yeah. And we're being pretty conservative. But sometimes you need to be that way. So what's happening here is a TheraBand is literally pulling my toe up and behind here, it's keeping my knee, remember the hyperextension we talked about, it helps prevent that, and it gives support around the hip. - It's giving maybe a little bit of hip flexion? Or not? - A little bit. Yeah. 'Cause it's pulling right here. Yeah. Right. - It really works the chain the way musc- - It really stabilizes things without, and yet you can move but yet it helps. - Right. - I mean, unlike a knee immobilizer, which just, you know, locks you in place and you're not able to move at all. - This flows with the body. - Right. - So to speak. So normally I was walking like this. And then if you put something like this on a real patient, all of a sudden, you get it, it starts to go through. And you don't need all that help that I was giving Bob before. Okay. Now. - And once that happens, you know, the person can make the connection and they can start using their own, you know, hopefully make the neural connections, and start using their own body to do it. - Right. With repetition. - Right. - The mind starts to take over and it remembers, oh yeah. And it makes the new synapses, if you will. There's a, heh, I don't wanna get into all the details, that's pretty complicated. "
2523,How to prevent the foot from dragging while walking if you suffered a stroke?,10:04,12:37,604,757,864,GSbjwzyuUoo,https://www.youtube.com/watch?v=GSbjwzyuUoo,"The other thing is if the person was walking and they drag their foot, external rotation. - Yeah. They're turning their foot outward, which is very common after a stroke. 'Cause they, a lot of times that hip adductor comes back first before the hip flexor. - Should we do this one on you Bob? - Sure. - Okay. You can use the same length TheraBand, put that around the toe and this is easier to do it on someone else. And I'm gonna put two wraps down around the toe to keep it semi-tight around the toe. - So you went, you crossed over twice. - Yep. You can do it once. I'm doing it twice. You work with it a little bit and you'll know the little tricks. That's if you're a little bit, just do a little experience. Now, the toe goes out this way. We're gonna go the opposite direction - Going in between the legs first. - Yep. And then we come around - So basically you're gonna make a spiral. Right, Brad? - Yep. The opposite direction - Yeah. - Of the problem. I like this, go right behind the knee. Okay. - Okay. I'm gonna bring it there. I take that. I didn't mean behind the. In fact, I actually- - Behind the calf. - Yeah. Yeah. - Not behind the knee. Behind the calf. - Bob's really tall. So normally with him... - You ran outta room, huh? - Yeah. We'd have to have another, another three or four feet to go around his waist. - So another one would go underneath here? - Nope. At this point- - Oh this one goes around the waist then? Oh yeah, I gotcha. - And what I like to do is at this point I'm gonna wrap it around here. - Oh like this. - Right. And then I'm gonna go like that. We may have to hold it here. And you can work with this or you can just go right to here and go through a belt loop. - Yeah. I would take it around and then tie it right here. - Yeah. Go ahead and walk towards the camera then. Do you feel how that pulls your toe in? - Yeah, it's really hard to turn my foot out right now. This works out really good. 'Cause this is a real problem with a lot of people. And it gives me a little bit of lift on the foot too, Brad. - I'm sure. Go ahead. Walk forward, Bob. - So yeah. It's definitely, it almost feels like I'm a robot on this side that, you know, it's assisting my leg. - Right. - It's really weird. - It is. And you know, you can do this for, and hopefully the idea is you're only gonna do this for a couple weeks. And after that the muscles regenerate the connections and strength and you don't need it anymore. - I really like this idea, Brad. It's really a good progression. - It is. It's a neat little trick that works really well. And it doesn't cost $2,000, like if you get a custom brace made that sometimes they work and sometimes they don't. "
2524,How to walk on stairs if you suffered a stroke?,13:15,13:56,795,836,864,GSbjwzyuUoo,https://www.youtube.com/watch?v=GSbjwzyuUoo,"- Yeah. - Assuming things are going well, what we wanna finish up with, Bob, is steps. So the right leg is the weak leg. You don't want to go up first with the right leg. Up with the strong leg, in here. Up with the strong, in here. And I ran outta steps here. - Yep. - And then going back down- - Down with the weak leg. - Yep. Cane has to lead. Grab onto that handrail. Down with the weak leg. Down with the weak leg. - So we always say, when you're going up to heaven, you wanna lead with the good leg. - Yep. - And when you're going down to H E double toothpicks, you wanna lead with the bad leg. - Exactly, Bob. "
2525,How to perform a primary survey to assess an unconscious person?,00:06,02:36,6,156,333,Qu_PkCu3XRA,https://www.youtube.com/watch?v=Qu_PkCu3XRA,across an unconscious casualty you must completely primary survey the primary survey can be broken down into drab D for danger our first sponsor shall help airway and breathing let's put all those things together now as soon as you come across a casualty that's unconscious on the floor the first thing you've got to do is check the air for danger you must look up must look around and look to see if anything that can hurt you for example falling objects electrical wires and also any scary people around that might have had a fight with this person so always make sure it's safe before you start to approach after you've checked the air for danger the next thing you need to do is check for response now you ideally you want to try an approach casually if at all possible from the feet that way and they don't injure their neck by looking up is if you just so leave still over that head they also have to lift their head upwards and not to be able to see where you are so trying to poach them for their feet and so they can respond to your verbal commands such as hi Dan can you open your eyes for me they must either respond by paint so you're gonna push down on the collarbone like so or pins that you're sitting a pain response if you don't get nervous once shower help then we need to open the airway we lift the chin up and tip the head back this opens the airway by moving the tongue out of the way as these two pictures clearly show you and then you need to assess whether they're breathing or not I need you to look listen and feel up to ten seconds for normal breathing so I'm feeling with my cheek and listen with my ear and I'm watching for normal chest rise now it's so important to look listen feel for a whole ten seconds because an adult will be breathing ran about two to four times in these ten seconds and a baby ran about ten times so a child somewhere in between if it wasn't normal breathing then we're going to have to start CPR on the casualty so we must take those tens seconds to be sure if they are breathing normally or not if they are breathing normally CPI is not required and you know the situation and therefore you can tell someone's gone call the ambulance because they are breathing but you've got to put them in their composition we always make sure when we tell someone to call the ambulance we tell them to come back so we know that they've actually called the ambulance to make sure the 
2526,How to perform a secondary survey to assess an unconscious person?,02:37,03:24,157,204,333,Qu_PkCu3XRA,https://www.youtube.com/watch?v=Qu_PkCu3XRA,called the ambulance to make sure the patient's airway remains open and to ensure that they cannot choke alone vomit we all need to place them as I mentioned before into the recovery position now before we can place them into the recovery position we need to do what we call a secondary survey where we see we can find anything else that could explain why this child is unconscious I'm not responding to us but they are still breathing so we check the head for any lumps and bumps we then check one hour at a time trying to feel for anything that's deformed and bruising swelling maybe any fluids we look down one leg at a time making sure again we're feeling to everything anything abnormal or check in the pockets to make sure it's nothing sharp that's going to affect them when we move them into the recovery position when we're happy and 
2527,How to move an unconscious person in the recovery position?,03:25,04:11,205,251,333,Qu_PkCu3XRA,https://www.youtube.com/watch?v=Qu_PkCu3XRA,satisfy there's no other injuries and moving into the recovery position is not going to hurt them any more then we're going to get them in the recovery position and the reason we do that is because it allows the casualty to stay on their side it keeps the airway open for us and it allows any vomit to drain out so in order to get them into the recovery position we need to move the arm that's closest to us out at 90 degrees we lean over the casualty and grab their hand we then place his hand against the cheek we lift their knee up and we push on their knee so they roll towards us but make sure the knees at 90 degrees that stops them from rolling onto their belly and keeps them on their side we then make sure we lift their chin up which opens the airway dealing with an infant we 
2528,How to massage infant tear duct?,02:37,03:17,157,197,247,R-07jIKOg5U,https://www.youtube.com/watch?v=R-07jIKOg5U,around here that's not what we're doing we are actually just really simply applying pressure and then rolling your finger down it's not like a massaging motion of the actual hole right there that's not it so you want to do that five times three times a day the other thing you know your pediatrician or your pediatric ophthalmologist might recommend an antibiotic ointment if there's a lot of gunk and there's a lot of crusting and the baby just can't even open their eyes breast milk has also been shown to be effective there's a lot of great immunoglobulins I actually did that for my kids and I found it even more effective than using the antibiotic ointment truth be told so these are the techniques you want to do for how to 
2529,How to get mobility in knee?,05:24,05:40,324,340,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,this out you can if you've got the flexibility and mobility put that other foot up on a chair and then add that pelvic tilt in but sometimes this is a little bit too much it's great balance work to see gotta stand there not move 30 seconds or a minute a few times a day as well and that is because those 
2530,How to get range of motion in the knee?,05:24,05:40,324,340,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,this out you can if you've got the flexibility and mobility put that other foot up on a chair and then add that pelvic tilt in but sometimes this is a little bit too much it's great balance work to see gotta stand there not move 30 seconds or a minute a few times a day as well and that is because those 
2531,How to pull foot with towel?,03:38,04:08,218,248,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,help to move that so I am gonna take a sheet you can take a strap a sheet a belt and I'm just gonna pull it to the side so you can see it I'm gonna pull up on that foot at the same time that I'm pressing down right above that kneecap my knee goes nice and straight because I don't have any arthritis but a lot of times you'll kind of stop here and again you want to do this nice and gentle so push down as much as you can as you're pulling up on that foot and then let it go pull and push at the same time okay 
2532,How to lift leg to strengthen side muscles for pain relief?,04:27,05:02,267,302,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,one for strengthening up these side muscles go right onto your side when you look down you'll know you're in the right position if you can see your toes and a little bit of your feet but not the whole leg so here would be weight are too far forward here's the right spot lift it a little bit away from that floor and then I'm gonna just lift that top leg I'm aiming for the heel so that I really know that I'm using this versus these front muscles and I'm just gonna back up a touch so you can see my my foot they're a little better in my fabulous socks so shoot for 15 to 20 repetitions of those and then I'm gonna 
2533,How to apply pressure to knee to improve knee joint motion?,02:39,03:20,159,200,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,struggle is that knee switch to this leg knee flexion or knee extension usually people are kind of stuck up like this and they have a hard time getting that knee bent all the way so what we're gonna do what you're gonna do is take a little towel roll it up I'm gonna lie right down on my back I'm gonna place this underneath that knee now what this is gonna do is help to gap that knee joint so it actually moves a little bit better so if this was as far as you can go you stop there if you can apply a little pressure to that knee you go ahead and do so hold for about five or ten seconds and then let it relax you can bring it a little closer these are not supposed to hurt okay just remember that be gentle with your body that's important from there you can do this 
2534,How to add range of motion to legs  for pain relief while seated?,02:26,02:30,146,150,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,bit better and you can even add a little range of motion afterwards do a little can-can from there I'm gonna get down on 
2535,How to get a bit of mobility in legs while seated?,01:04,01:37,64,97,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,to do at least every half hours try to get a little bit of mobility so if you've got some indie actually it's good to do with both sides anyway so even just little leg kick outs are a great way to get a little bit of blood flow going in there you can do little pull-up arts either without a band or with a band and then even adding a little bit of a hamstring stretch in there notice I'm bringing my chest forward so these are all great things to do seated another one would be a little bit of a March so again every half hour trying to do five or ten repetitions of something to keep that fluid moving so if things 
2536,How to get a bit of blood flow in legs while seated?,01:04,01:37,64,97,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,to do at least every half hours try to get a little bit of mobility so if you've got some indie actually it's good to do with both sides anyway so even just little leg kick outs are a great way to get a little bit of blood flow going in there you can do little pull-up arts either without a band or with a band and then even adding a little bit of a hamstring stretch in there notice I'm bringing my chest forward so these are all great things to do seated another one would be a little bit of a March so again every half hour trying to do five or ten repetitions of something to keep that fluid moving so if things 
2537,How to keep that fluid in joints moving for pain relief while seated?,01:04,01:37,64,97,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,to do at least every half hours try to get a little bit of mobility so if you've got some indie actually it's good to do with both sides anyway so even just little leg kick outs are a great way to get a little bit of blood flow going in there you can do little pull-up arts either without a band or with a band and then even adding a little bit of a hamstring stretch in there notice I'm bringing my chest forward so these are all great things to do seated another one would be a little bit of a March so again every half hour trying to do five or ten repetitions of something to keep that fluid moving so if things 
2538,How to use towel to pull foot for knee arthritic pain relief?,03:22,04:18,202,258,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,next one either on the ground or if you're sitting on a chair you can put your leg up on another chair I'm gonna use the same towel rolled oh so that I can elevate my foot a little bit and so usually what I see is this right this this flexion in that knee so we're gonna help to move that so I am gonna take a sheet you can take a strap a sheet a belt and I'm just gonna pull it to the side so you can see it I'm gonna pull up on that foot at the same time that I'm pressing down right above that kneecap my knee goes nice and straight because I don't have any arthritis but a lot of times you'll kind of stop here and again you want to do this nice and gentle so push down as much as you can as you're pulling up on that foot and then let it go pull and push at the same time okay you can still get benefit even if you don't do the little pull with it but I like that because then you're stretching the calf out too which tends to get tight with all of this stuff all right now the other issue I tend to 
2539,How to stretch hip flexor for knee arthritic pain relief?,05:06,05:40,306,340,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,that hip flexor out now if you've got any arthritis this one's usually a little easier to do standing than it is sitting so I'm gonna stretch this hip this knees gonna Bend I'm gonna do a little bit of a pelvic tilt right I'm pushing that hip forward and then I'm coming forward so I'm stretching all of this out you can if you've got the flexibility and mobility put that other foot up on a chair and then add that pelvic tilt in but sometimes this is a little bit too much it's great balance work to see gotta stand there not move 30 seconds or a minute a few times a day as well and that is because those 
2540,How to stretch this hip for arthritic knee pain relief?,05:06,05:40,306,340,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,that hip flexor out now if you've got any arthritis this one's usually a little easier to do standing than it is sitting so I'm gonna stretch this hip this knees gonna Bend I'm gonna do a little bit of a pelvic tilt right I'm pushing that hip forward and then I'm coming forward so I'm stretching all of this out you can if you've got the flexibility and mobility put that other foot up on a chair and then add that pelvic tilt in but sometimes this is a little bit too much it's great balance work to see gotta stand there not move 30 seconds or a minute a few times a day as well and that is because those 
2541,How to stretch this knee for knee pain relief?,05:06,05:40,306,340,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,that hip flexor out now if you've got any arthritis this one's usually a little easier to do standing than it is sitting so I'm gonna stretch this hip this knees gonna Bend I'm gonna do a little bit of a pelvic tilt right I'm pushing that hip forward and then I'm coming forward so I'm stretching all of this out you can if you've got the flexibility and mobility put that other foot up on a chair and then add that pelvic tilt in but sometimes this is a little bit too much it's great balance work to see gotta stand there not move 30 seconds or a minute a few times a day as well and that is because those 
2542,How to do bit of pelvic tilt for knee pain relief?,05:06,05:40,306,340,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,that hip flexor out now if you've got any arthritis this one's usually a little easier to do standing than it is sitting so I'm gonna stretch this hip this knees gonna Bend I'm gonna do a little bit of a pelvic tilt right I'm pushing that hip forward and then I'm coming forward so I'm stretching all of this out you can if you've got the flexibility and mobility put that other foot up on a chair and then add that pelvic tilt in but sometimes this is a little bit too much it's great balance work to see gotta stand there not move 30 seconds or a minute a few times a day as well and that is because those 
2543,How to add pelvic tilt for pain relief while leg is on a chair?,05:24,05:40,324,340,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,this out you can if you've got the flexibility and mobility put that other foot up on a chair and then add that pelvic tilt in but sometimes this is a little bit too much it's great balance work to see gotta stand there not move 30 seconds or a minute a few times a day as well and that is because those 
2544,How to add hamstring stretch with chair for arthritic knee pain relief?,05:50,06:05,350,365,386,F_oVq75vL1s,https://www.youtube.com/watch?v=F_oVq75vL1s,a hamstring stretch instead of just this seated one you can do up on a chair and again you can do it lower - you can do it on a step and then bringing that chest forward try not to get a moving chair like me there you go 
2545,How to remove pain and aches using a rolling pin?,00:30,00:36,30,36,143,nBhV9vA9jhc,https://www.youtube.com/watch?v=nBhV9vA9jhc,hamstrings quads shins whatever just roll it out and make sure to wash it 
2546,How to use bath towel for stretching?,00:40,00:45,40,45,143,nBhV9vA9jhc,https://www.youtube.com/watch?v=nBhV9vA9jhc,bath towel use it for stretching simply wrap around your foot pull and hold 
2547,How to remove pain and aches using a tennis ball?,00:47,00:53,47,53,143,nBhV9vA9jhc,https://www.youtube.com/watch?v=nBhV9vA9jhc,tennis ball roll on it with your feet your calves your IT band your gluts whatever it is just roll on it frozen 
2548,How to remove pain and aches using a frozen veggies?,01:00,01:07,60,67,143,nBhV9vA9jhc,https://www.youtube.com/watch?v=nBhV9vA9jhc,molds a little better to your body whether it's your foot your ankle your quad your shoulder whatever it may be 
2549,How to remove frostbites using petroleum jelly?,01:09,01:20,69,80,143,nBhV9vA9jhc,https://www.youtube.com/watch?v=nBhV9vA9jhc,petroleum jelly have a problem with chafing or want to avoid frostbite apply petroleum jelly to your face the armpit and other problem areas thanks for 
